CÓD DO PRODUTO,DESCRIÇÃO,CENTRAL,BASE,ENGRENAGEM,ESTATOR E SEM FIM,CAPACITOR,TAMPA,CILINDRO,CONTROLE,Unnamed: 10
2001258,CONJ. MOVIMENTADOR DZ BRABUS SPEED 300 B. ALUMINIUM 127V 50-60HZ,FX BRABUS,B. ALUM C/ ENCODER,NYLON 1 ENT COM IMÃ,P24 127V 2 POLOS 1 ENT (AÇO),40UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001276,CONJ. MOVIMENTADOR DZ BRABUS SPEED 300 B. ALUMINIUM 127V 50-60HZ SEM CREMALHEIRA,FX BRABUS,B. ALUM C/ ENCODER,NYLON 1 ENT COM IMÃ,P24 127V 2 POLOS 1 ENT (AÇO),40UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001261,CONJ. MOVIMENTADOR DZ BRABUS SPEED 300 B. ALUMINIUM 220V 50-60HZ,FX BRABUS,B. ALUM C/ ENCODER,NYLON 1 ENT COM IMÃ,P24 220V 2 POLOS 1 ENT (AÇO),20UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001277,,FX BRABUS,B. ALUM C/ ENCODER,NYLON 1 ENT COM IMÃ,P24 220V 2 POLOS 1 ENT (AÇO),20UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001259,CONJ. MOVIMENTADOR DZ BRABUS SPEED 500 B. ALUMINIUM 127V 50-60HZ,FX BRABUS,B. ALUM C/ ENCODER,NYLON 1 ENT COM IMÃ,P28 127V 2 POLOS 1 ENT (AÇO),40UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001278,CONJ. MOVIMENTADOR DZ BRABUS SPEED 500 B. ALUMINIUM 127V 50-60HZ SEM CREMALH.,FX BRABUS,B. ALUM C/ ENCODER,NYLON 1 ENT COM IMÃ,P28 127V 2 POLOS 1 ENT (AÇO),40UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001262,CONJ. MOVIMENTADOR DZ BRABUS SPEED 500 B. ALUMINIUM 220V 50-60HZ,FX BRABUS,B. ALUM C/ ENCODER,NYLON 1 ENT COM IMÃ,P28 220V 2 POLOS 1 ENT (AÇO),20UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001279,CONJ. MOVIMENTADOR DZ BRABUS SPEED 500 B. ALUMINIUM 220V 50-60HZ SEM CREMALH.,FX BRABUS,B. ALUM C/ ENCODER,NYLON 1 ENT COM IMÃ,P28 220V 2 POLOS 1 ENT (AÇO),20UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001260,CONJ. MOVIMENTADOR DZ BRABUS SPEED 700 B. ALUMINIUM 127V 50-60HZ,FX BRABUS,B. ALUM C/ ENCODER,NYLON 1 ENT COM IMÃ,P39 127V 2 POLOS 1 ENT (AÇO),40UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001280,CONJ. MOVIMENTADOR DZ BRABUS SPEED 700 B. ALUMINIUM 127V 50-60HZ SEM CREMALH.,FX BRABUS,B. ALUM C/ ENCODER,NYLON 1 ENT COM IMÃ,P39 127V 2 POLOS 1 ENT (AÇO),40UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001263,CONJ. MOVIMENTADOR DZ BRABUS SPEED 700 B. ALUMINIUM 220V 50-60HZ,FX BRABUS,B. ALUM C/ ENCODER,NYLON 1 ENT COM IMÃ,P39 220V 2 POLOS 1 ENT (AÇO),20UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001281,CONJ. MOVIMENTADOR DZ BRABUS SPEED 700 B. ALUMINIUM 220V 50-60HZ SEM CREMALH.,FX BRABUS,B. ALUM C/ ENCODER,NYLON 1 ENT COM IMÃ,P39 220V 2 POLOS 1 ENT (AÇO),20UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001001,CONJ. MOVIMENTADOR TRINO 300 127V 50-60HZ,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 127V 1 ENT,30UF,PRETA,PLÁSTICO,COM BORNE,
2001068,CONJ. MOVIMENTADOR TRINO 300 127V 50-60HZ - KRIPT,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 127V 1 ENT,30UF,PRETA,PLÁSTICO,COM BORNE,
2004047,CONJ. MOVIMENTADOR TRINO 300 127V 50-60HZ - KRIPT SEM CREMALHEIRA,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 127V 1 ENT,30UF,PRETA,PLÁSTICO,COM BORNE,
2001164,CONJ. MOVIMENTADOR TRINO 300 127V 50-60HZ COM B. ALUMINIUM,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 127V 1 ENT,30UF,PRETA,PLÁSTICO,COM BORNE,
2001032,CONJ. MOVIMENTADOR TRINO 300 127V 50-60HZ SEM CREMALHEIRA,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 127V 1 ENT,30UF,PRETA,PLÁSTICO,COM BORNE,
2001066,CONJ. MOVIMENTADOR TRINO 300 127V LIGHT 50-60HZ,LIGHT,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 127V 1 ENT,30UF,PRETA,PLÁSTICO,COM BORNE,
2001190,CONJ. MOVIMENTADOR TRINO 300 127V LIGHT 50-60HZ COM B. ALUMINIUM,LIGHT,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 127V 1 ENT,30UF,PRETA,PLÁSTICO,COM BORNE,
2001236,CONJ. MOVIMENTADOR TRINO 300 127V LIGHT 50-60HZ KRIPT,LIGHT,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 127V 1 ENT,30UF,PRETA,PLÁSTICO,COM BORNE,
2001233,CONJ. MOVIMENTADOR TRINO 300 127V LIGHT 50-60HZ SEM CREMALHEIRA,LIGHT,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 127V 1 ENT,25UF,PRETA,PLÁSTICO,COM BORNE,
2001002,CONJ. MOVIMENTADOR TRINO 300 220V 50-60HZ,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 220V 1 ENT,12UF,PRETA,PLÁSTICO,COM BORNE,
2001059,CONJ. MOVIMENTADOR TRINO 300 220V 50-60HZ - GKOLL,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 220V 1 ENT,12UF,PRETA,PLÁSTICO,COM BORNE,
2004014,CONJ. MOVIMENTADOR TRINO 300 220V 50-60HZ - KRIPT,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 220V 1 ENT,12UF,PRETA,PLÁSTICO,COM BORNE,
2004048,CONJ. MOVIMENTADOR TRINO 300 220V 50-60HZ - KRIPT SEM CREMALHEIRA,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 220V 1 ENT,12UF,PRETA,PLÁSTICO,COM BORNE,
2001244,CONJ. MOVIMENTADOR TRINO 300 220V 50-60HZ B. ALUM ENG. ZAMAC TAMPA BRANCA S/ CREMALHEIRA,FLEX,SEM ENCODER,ZAMAC 1 ENT SEM IMÃ,P17 220V 1 ENT,12UF,BRANCA,PLÁSTICO,COM BORNE,
2001245,CONJ. MOVIMENTADOR TRINO 300 220V 50-60HZ B. ALUM ENG. ZAMAC TAMPA PRETA S/ CREMALHEIRA,FLEX,SEM ENCODER,ZAMAC 1 ENT SEM IMÃ,P17 220V 1 ENT,12UF,PRETA,PLÁSTICO,COM BORNE,
2001165,CONJ. MOVIMENTADOR TRINO 300 220V 50-60HZ COM B. ALUMINIUM,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 220V 1 ENT,12UF,PRETA,PLÁSTICO,COM BORNE,
2001031,CONJ. MOVIMENTADOR TRINO 300 220V 50-60HZ SEM CREMALHEIRA,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 220V 1 ENT,12UF,PRETA,PLÁSTICO,COM BORNE,
2001178,CONJ. MOVIMENTADOR TRINO 300 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 220V 1 ENT,12UF,PRETA,PLÁSTICO,COM BORNE,
2001067,CONJ. MOVIMENTADOR TRINO 300 220V LIGHT 50-60HZ,LIGHT,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 220V 1 ENT,12UF,PRETA,PLÁSTICO,COM BORNE,
2001191,CONJ. MOVIMENTADOR TRINO 300 220V LIGHT 50-60HZ COM B. ALUMINIUM,LIGHT,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 220V 1 ENT,12UF,PRETA,PLÁSTICO,COM BORNE,
2001161,CONJ. MOVIMENTADOR TRINO 300 220V LIGHT 50-60HZ SEM CREMALHEIRA,LIGHT,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 220V 1 ENT,12UF,PRETA,PLÁSTICO,COM BORNE,
2001247,CONJ. MOVIMENTADOR TRINO 300 220V LIGHT 50-60HZ SEM CREMALHEIRA - CONDOMINIAL 100,LIGHT,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 220V 1 ENT,12UF,PRETA,PLÁSTICO,COM BORNE,
2001003,CONJ. MOVIMENTADOR TRINO 300 SPEED 127V 50-60HZ,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P33 127V 2 ENT,50UF,CINZA,METAL,COM BORNE,
2001166,CONJ. MOVIMENTADOR TRINO 300 SPEED 127V 50-60HZ COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 2 ENT COM IMÃ,P33 127V 2 ENT,50UF,CINZA,METAL,COM BORNE,
2001234,CONJ. MOVIMENTADOR TRINO 300 SPEED 127V 50-60HZ KRIPT,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P33 127V 2 ENT,50UF,CINZA,METAL,COM BORNE,
2004049,CONJ. MOVIMENTADOR TRINO 300 SPEED 127V 50-60HZ KRIPT SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P33 127V 2 ENT,50UF,CINZA,METAL,COM BORNE,
2001033,CONJ. MOVIMENTADOR TRINO 300 SPEED 127V 50-60HZ SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P33 127V 2 ENT,50UF,CINZA,METAL,COM BORNE,
2001180,CONJ. MOVIMENTADOR TRINO 300 SPEED 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 2 ENT COM IMÃ,P33 127V 2 ENT,50UF,CINZA,METAL,COM BORNE,
2001004,CONJ. MOVIMENTADOR TRINO 300 SPEED 220V 50-60HZ,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P33 220V 2 ENT,20UF,CINZA,METAL,COM BORNE,
2001167,CONJ. MOVIMENTADOR TRINO 300 SPEED 220V 50-60HZ COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 2 ENT COM IMÃ,P33 220V 2 ENT,20UF,CINZA,METAL,COM BORNE,
2001235,CONJ. MOVIMENTADOR TRINO 300 SPEED 220V 50-60HZ KRIPT,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P33 220V 2 ENT,20UF,CINZA,METAL,COM BORNE,
2001034,CONJ. MOVIMENTADOR TRINO 300 SPEED 220V 50-60HZ SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P33 220V 2 ENT,20UF,CINZA,METAL,COM BORNE,
2001181,CONJ. MOVIMENTADOR TRINO 300 SPEED 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 2 ENT COM IMÃ,P33 220V 2 ENT,20UF,CINZA,METAL,COM BORNE,
2001211,CONJ. MOVIMENTADOR TRINO 500 110V 50-60HZ GKOLL,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2001005,CONJ. MOVIMENTADOR TRINO 500 127V 50-60HZ,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2001252,CONJ. MOVIMENTADOR TRINO 500 127V 50-60HZ - CONDOMINIAL 100,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2001246,CONJ. MOVIMENTADOR TRINO 500 127V 50-60HZ - CONDOMINIAL 200,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2001168,CONJ. MOVIMENTADOR TRINO 500 127V 50-60HZ COM B. ALUMINIUM,FLEX,B. ALUM SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2001158,CONJ. MOVIMENTADOR TRINO 500 127V 50-60HZ KRIPT,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2004050,CONJ. MOVIMENTADOR TRINO 500 127V 50-60HZ KRIPT SEM CREMALHEIRA,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2001035,CONJ. MOVIMENTADOR TRINO 500 127V 50-60HZ SEM CREMALHEIRA,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2001182,CONJ. MOVIMENTADOR TRINO 500 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM,FLEX,B. ALUM SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2001006,CONJ. MOVIMENTADOR TRINO 500 220V 50-60HZ,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 220V 1 ENT,12UF,PRETA,METAL,COM BORNE,
2001169,CONJ. MOVIMENTADOR TRINO 500 220V 50-60HZ COM B. ALUMINIUM,FLEX,B. ALUM SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 220V 1 ENT,12UF,PRETA,METAL,COM BORNE,
2001138,CONJ. MOVIMENTADOR TRINO 500 220V 50-60HZ GKOLL,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 220V 1 ENT,12UF,PRETA,METAL,COM BORNE,
2004021,CONJ. MOVIMENTADOR TRINO 500 220V 50-60HZ KRIPT,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 220V 1 ENT,12UF,PRETA,METAL,COM BORNE,
2004051,CONJ. MOVIMENTADOR TRINO 500 220V 50-60HZ KRIPT SEM CREMALHEIRA,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 220V 1 ENT,12UF,PRETA,METAL,COM BORNE,
2001036,CONJ. MOVIMENTADOR TRINO 500 220V 50-60HZ SEM CREMALHEIRA,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 220V 1 ENT,12UF,PRETA,METAL,COM BORNE,
2001007,CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P45 127V 2 ENT,50UF,CINZA C/ VENEZIANA,METAL,COM BORNE,
2001170,CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 2 ENT COM IMÃ,P45 127V 2 ENT,50UF,CINZA C/ VENEZIANA,METAL,COM BORNE,
2004024,CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ KRIPT,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P45 127V 2 ENT,50UF,CINZA C/ VENEZIANA,METAL,COM BORNE,
2004052,CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ KRIPT SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P45 127V 2 ENT,50UF,CINZA C/ VENEZIANA,METAL,COM BORNE,
2001037,CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P45 127V 2 ENT,50UF,CINZA C/ VENEZIANA,METAL,COM BORNE,
2001184,CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 2 ENT COM IMÃ,P45 127V 2 ENT,50UF,CINZA C/ VENEZIANA,METAL,COM BORNE,
2001008,CONJ. MOVIMENTADOR TRINO 500 SPEED 220V 50-60HZ,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P45 220V 2 ENT,20UF,CINZA C/ VENEZIANA,METAL,COM BORNE,
2001171,CONJ. MOVIMENTADOR TRINO 500 SPEED 220V 50-60HZ COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 2 ENT COM IMÃ,P45 220V 2 ENT,20UF,CINZA C/ VENEZIANA,METAL,COM BORNE,
2001224,CONJ. MOVIMENTADOR TRINO 500 SPEED 220V 50-60HZ KRIPT,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P45 220V 2 ENT,20UF,CINZA C/ VENEZIANA,METAL,COM BORNE,
2004053,CONJ. MOVIMENTADOR TRINO 500 SPEED 220V 50-60HZ KRIPT SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P45 220V 2 ENT,20UF,CINZA C/ VENEZIANA,METAL,COM BORNE,
2001038,CONJ. MOVIMENTADOR TRINO 500 SPEED 220V 50-60HZ SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P45 220V 2 ENT,20UF,CINZA C/ VENEZIANA,METAL,COM BORNE,
2004026,CONJ. MOVIMENTADOR TRINO 700 110V 50-60HZ KRIPT,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P33 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2004054,CONJ. MOVIMENTADOR TRINO 700 110V 50-60HZ KRIPT SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P33 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2001009,CONJ. MOVIMENTADOR TRINO 700 127V 50-60HZ,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P33 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2001172,CONJ. MOVIMENTADOR TRINO 700 127V 50-60HZ COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 1 ENT COM IMÃ,P33 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2001039,CONJ. MOVIMENTADOR TRINO 700 127V 50-60HZ SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P33 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2001186,CONJ. MOVIMENTADOR TRINO 700 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 1 ENT COM IMÃ,P33 127V 1 ENT,30UF,PRETA,METAL,COM BORNE,
2001010,CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P33 220V 1 ENT,12UF,PRETA,METAL,COM BORNE,
2001173,CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 1 ENT COM IMÃ,P33 220V 1 ENT,12UF,PRETA,METAL,COM BORNE,
2001217,CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ GKOLL,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P33 220V 1 ENT,12UF,PRETA,METAL,COM BORNE,
2004022,CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ KRIPT,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P33 220V 1 ENT,12UF,PRETA,METAL,COM BORNE,
2004055,CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ KRIPT SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P33 220V 1 ENT,12UF,PRETA,METAL,COM BORNE,
2001040,CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P33 220V 1 ENT,12UF,PRETA,METAL,COM BORNE,
2004027,CONJ. MOVIMENTADOR TRINO 900 110V 50-60HZ KRIPT,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P45 127V 1 ENT,50UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2004056,CONJ. MOVIMENTADOR TRINO 900 110V 50-60HZ KRIPT SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P45 127V 1 ENT,50UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001011,CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P45 127V 1 ENT,50UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001174,CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 1 ENT COM IMÃ,P45 127V 1 ENT,50UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001218,CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ GKOLL,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P45 127V 1 ENT,50UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001041,CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P45 127V 1 ENT,50UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001188,CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 1 ENT COM IMÃ,P45 127V 1 ENT,50UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001012,CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P45 220V 1 ENT,12UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001175,CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 1 ENT COM IMÃ,P45 220V 1 ENT,12UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2004023,CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ KRIPT,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P45 220V 1 ENT,12UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2004057,CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ KRIPT SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P45 220V 1 ENT,12UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001042,CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P45 220V 1 ENT,12UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001189,CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM,FLEX,B. ALUM C/ ENCODER,ZAMAC 1 ENT COM IMÃ,P45 220V 1 ENT,12UF,PRETA C/ VENEZIANA,METAL,COM BORNE,
2001107,CONJ. MOVIMENTADOR TRINO 300 127V Light 50-60HZ EX C/ CREMALHEIRA 3MT EX,LIGHT,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 127V 1 ENT,30UF,PRETA,METAL ,COM BORNE,
2001229,CONJ. MOVIMENTADOR TRINO 300 220V Light 50-60HZ COM  B. ALUMINIUM EX C/ CREMALHEIRA 3MT EX,LIGHT,B. ALUM SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 50HZ 220V 1 ENT,12UF,PRETA,METAL ,COM BORNE,
2001223,CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ COM  B. ALUMINIUM EX C/ CREMALHEIRA 3MT EX,FLEX,B. ALUM C/ ENCODER,ZAMAC 1 ENT COM IMÃ,P45 50HZ 220V 1 ENT,12UF,PRETA C/ VENEZIANA,METAL ,COM BORNE,
2001226,CONJ. MOVIMENTADOR TRINO 300 SPEED 220V 50-60HZ COM  B. ALUMINIUM EX C/ CREMALHEIRA 3MT EX,FLEX,B. ALUM C/ ENCODER,ZAMAC 2 ENT COM IMÃ,P33 50HZ 220V 2 ENT,20UF,CINZA,METAL ,COM BORNE,
